油菜,0.80,1.00,1.20,鲁京,斤,2021-05-17
香菜,0.80,0.90,1.00,鲁冀,斤,2021-05-17
茴香,0.80,1.00,1.20,冀,斤,2021-05-17
韭菜,0.80,0.90,1.00,普通,斤,2021-05-17
苦菊,1.80,2.00,2.20,辽,斤,2021-05-17
油麦菜,1.00,1.30,1.60,京,斤,2021-05-17
散菜花,1.50,1.75,2.00,豫苏,斤,2021-05-17
绿菜花,1.70,1.95,2.20,冀 苏陕,斤,2021-05-17
菜花,1.50,1.65,1.80,云,斤,2021-05-17
白条乌鸡（净膛）,13.00,13.00,13.00,禽肉类,斤,2021-05-17
箱鸡蛋,198.00,200.50,203.00,蛋类,斤,2021-05-17
箱鸡蛋,4.50,4.56,4.61,蛋类,斤,2021-05-17
散鸡蛋,4.90,4.90,4.90,蛋类,斤,2021-05-17
生鸭蛋,5.50,6.00,6.50,蛋类,斤,2021-05-17
熟鸭蛋,6.30,6.90,7.50,蛋类,斤,2021-05-17
松花蛋,6.80,7.40,8.00,蛋类,斤,2021-05-17
鹅蛋,12.00,12.50,13.00,蛋类,斤,2021-05-17
鹌鹑蛋,6.00,6.50,7.00,蛋类,斤,2021-05-17
柴鸡蛋,4.80,7.40,10.00,蛋类,斤,2021-05-17
乌鸡蛋,7.50,8.00,8.50,蛋类,斤,2021-05-17
鸵鸟蛋,100.00,110.00,120.00,蛋类,斤,2021-05-17
鸽子蛋,2.50,2.55,2.60,蛋类,斤,2021-05-17
北豆腐（屉）,1.80,1.80,1.80,豆制品,斤,2021-05-17
南豆腐（屉）,2.00,2.00,2.00,豆制品,斤,2021-05-17
白玉北豆腐（盒）,4.00,4.00,4.00,豆制品,盒,2021-05-17
香香北豆腐（盒）,3.00,3.00,3.00,豆制品,盒,2021-05-17
白玉南豆腐（盒）,5.50,5.50,5.50,豆制品,盒,2021-05-17
豆腐丝（散）,5.00,5.00,5.00,豆制品,斤,2021-05-17
精品豆腐丝（袋）,6.00,6.00,6.00,豆制品,袋,2021-05-17
木瓜,3.00,3.25,3.50,其他类,斤,2021-05-17
柿饼,6.00,7.00,8.00,其他类,斤,2021-05-17
甘蔗,1.20,1.35,1.50,其他类,斤,2021-05-17
柠檬,3.50,3.75,4.00,其他类,斤,2021-05-17
黑枣,5.00,5.50,6.00,其他类,斤,2021-05-17
山楂,4.00,5.00,6.00,其他类,斤,2021-05-17
姑娘果（灯笼果）,13.00,13.50,14.00,其他类,斤,2021-05-17
鸭梨,1.20,1.35,1.50,梨类,斤,2021-05-17
雪花梨,1.40,1.50,1.60,梨类,斤,2021-05-17
皇冠梨（标箱）,2.50,2.75,3.00,梨类,斤,2021-05-17
丰水梨,2.50,2.75,3.00,梨类,斤,2021-05-17
酥梨,1.50,1.65,1.80,梨类,斤,2021-05-17
库尔勒香梨,3.00,3.75,4.50,梨类,斤,2021-05-17
红香酥梨系列,1.50,1.75,2.00,梨类,斤,2021-05-17
红啤梨,3.00,3.25,3.50,梨类,斤,2021-05-17
蜜梨,2.00,2.25,2.50,梨类,斤,2021-05-17
耙耙柑、丑橘,2.00,2.50,3.00,柑橘类,斤,2021-05-17
鄂、湘、川脐橙,1.20,1.80,2.40,柑橘类,斤,2021-05-17
血橙二月红中华红,2.00,2.50,3.00,柑橘类,斤,2021-05-17
沃柑,3.50,4.25,5.00,柑橘类,斤,2021-05-17
豆腐皮（散）,5.50,5.50,5.50,豆制品,斤,2021-05-17
豆腐干（散）,4.50,4.50,4.50,豆制品,斤,2021-05-17
精品豆腐干（袋）,5.00,5.00,5.00,豆制品,袋,2021-05-17
豆腐泡（散）,5.50,5.50,5.50,豆制品,斤,2021-05-17
精品豆腐泡（袋）,5.00,5.00,5.00,豆制品,袋,2021-05-17
白玉内酯豆腐（盒）,2.50,2.50,2.50,豆制品,盒,2021-05-17
香香内脂豆腐（盒）,1.50,1.50,1.50,豆制品,盒,2021-05-17
鲤鱼,12.00,12.50,13.00,750g-1000g,斤,2021-05-17
鲤鱼,12.00,12.50,13.00,>1000g,斤,2021-05-17
草鱼,14.00,14.50,15.00,750g-1000g,斤,2021-05-17
草鱼,14.00,14.50,15.00,>1000g,斤,2021-05-17
鲫鱼,16.00,16.00,16.00,200g-250g,斤,2021-05-17
鲫鱼,17.00,17.00,17.00,350g-400g,斤,2021-05-17
胖头鱼,16.00,16.00,16.00,>2000g,斤,2021-05-17
武昌鱼,12.00,12.00,12.00,700g左右,斤,2021-05-17
鲢鱼,5.00,5.50,6.00,1000-1500g,斤,2021-05-17
嘎鱼,24.00,24.50,25.00,<100g,斤,2021-05-17
淡水鲈鱼,24.00,24.00,24.00,活,斤,2021-05-17
胡萝卜,1.00,1.15,1.30,冀鲁新,斤,2021-05-16
胡萝卜（洗）,0.80,1.00,1.20,冀闽箱,斤,2021-05-16
丰水梨,2.50,2.75,3.00,梨类,斤,2021-05-16
酥梨,1.50,1.65,1.80,梨类,斤,2021-05-16
库尔勒香梨,3.00,3.75,4.50,梨类,斤,2021-05-16
红香酥梨系列,1.50,1.75,2.00,梨类,斤,2021-05-16
红啤梨,3.00,3.25,3.50,梨类,斤,2021-05-16
蜜梨,2.00,2.25,2.50,梨类,斤,2021-05-16
耙耙柑、丑橘,2.00,2.50,3.00,柑橘类,斤,2021-05-16
鄂、湘、川脐橙,1.20,1.80,2.40,柑橘类,斤,2021-05-16
血橙二月红中华红,2.00,2.50,3.00,柑橘类,斤,2021-05-16
沃柑,3.50,3.75,4.00,柑橘类,斤,2021-05-16
金桔,5.00,6.00,7.00,柑橘类,斤,2021-05-16
伦晚,1.80,2.40,3.00,柑橘类,斤,2021-05-16
油桃,4.00,6.50,9.00,桃李杏类,斤,2021-05-16
蟠桃,10.00,12.50,15.00,桃李杏类,斤,2021-05-16
水蜜桃,10.00,12.00,14.00,桃李杏类,斤,2021-05-16
春雪,8.00,10.00,12.00,桃李杏类,斤,2021-05-16
黄油桃,4.00,6.00,8.00,桃李杏类,斤,2021-05-16
黄毛桃,10.00,11.50,13.00,桃李杏类,斤,2021-05-16
猕猴桃（徐香翠香）,2.50,3.00,3.50,桃李杏类,斤,2021-05-16
猕猴桃（海沃德）,2.00,2.25,2.50,桃李杏类,斤,2021-05-16
线椒,2.80,2.90,3.00,鲁琼新,斤,2021-05-17
杭椒,2.50,2.75,3.00,普通,斤,2021-05-17
小米椒,3.00,4.00,5.00,滇,斤,2021-05-17
彩椒,4.50,5.00,5.50,红黄,斤,2021-05-17
白萝卜,0.30,0.40,0.50,冀,斤,2021-05-17
心里美,1.50,2.00,2.50,冀新,斤,2021-05-17
卞萝卜,0.40,0.70,1.00,冀,斤,2021-05-17
青萝卜,1.00,1.25,1.50,冀鲁新,斤,2021-05-17
胡萝卜,1.00,1.15,1.30,冀鲁新,斤,2021-05-17
胡萝卜（洗）,0.90,1.10,1.30,冀闽箱,斤,2021-05-17
小水萝卜,0.80,0.90,1.00,普通,斤,2021-05-17
土豆,0.40,0.55,0.70,冀云,斤,2021-05-17
新土豆（黄心）,0.80,0.95,1.10,鲁,斤,2021-05-17
黄葱头,0.80,0.90,1.00,蒙甘,斤,2021-05-17
红葱头,1.20,1.30,1.40,老新,斤,2021-05-17
山药,1.80,2.25,2.70,脆麻新,斤,2021-05-17
铁棍山药,5.00,5.50,6.00,,斤,2021-05-17
莲藕,2.50,3.40,4.30,津,斤,2021-05-17
红薯,1.50,1.60,1.70,冀新,斤,2021-05-17
红薯,2.30,2.40,2.50,西瓜红粤新,斤,2021-05-17
紫甘蓝,1.20,1.35,1.50,闽云,斤,2021-05-16
散叶生菜,2.50,2.75,3.00,京,斤,2021-05-16
油菜,0.80,0.90,1.00,鲁京,斤,2021-05-16
香菜,0.80,1.10,1.40,鲁冀,斤,2021-05-16
茴香,0.80,1.00,1.20,冀,斤,2021-05-16
韭菜,0.80,0.90,1.00,普通,斤,2021-05-16
苦菊,1.80,1.90,2.00,辽,斤,2021-05-16
油麦菜,1.60,2.05,2.50,京,斤,2021-05-16
散菜花,1.50,1.75,2.00,豫苏,斤,2021-05-16
绿菜花,1.60,2.00,2.40,冀 苏陕,斤,2021-05-16
菜花,1.50,1.65,1.80,云,斤,2021-05-16
绿豆芽,0.95,0.98,1.00,普通,斤,2021-05-16
黄豆芽,0.85,0.88,0.90,普通,斤,2021-05-16
紫菜苔,3.00,3.25,3.50,普通,斤,2021-05-16
番茄,1.00,1.25,1.50,川鲁蒙,斤,2021-05-16
番茄（精品）,1.70,1.90,2.10,鲁新,斤,2021-05-16
樱西,4.00,4.50,5.00,小红,斤,2021-05-16
黄瓜,0.70,0.80,0.90,蒙辽袋鲁,斤,2021-05-16
黄瓜(鲜干花),0.80,0.90,1.00,冀,斤,2021-05-16
小黄瓜,1.40,2.30,3.20,旱荷兰,斤,2021-05-16
茄子,0.70,0.85,1.00,鲁冀,斤,2021-05-16
长茄,1.20,1.35,1.50,云冀,斤,2021-05-16
广茄,1.80,2.20,2.60,冀一路,斤,2021-05-16
线茄,2.50,2.90,3.30,冀,斤,2021-05-16
吊冬瓜,0.60,0.65,0.70,桂,斤,2021-05-16
地冬瓜,0.45,0.48,0.50,普通,斤,2021-05-16
小毛冬瓜,1.00,1.25,1.50,圆鲁新,斤,2021-05-16
架豆,2.00,2.30,2.60,普通,斤,2021-05-16
豆王,3.10,3.30,3.50,普通,斤,2021-05-16
扁豆,2.00,2.35,2.70,冀鲁聊城,斤,2021-05-16
豇豆,2.00,2.50,3.00,桂京冀,斤,2021-05-16
白不老,2.50,2.75,3.00,滇鲁,斤,2021-05-16
锅里变架豆,1.40,1.60,1.80,普通,斤,2021-05-16
油豆,2.50,3.50,4.50,鲁,斤,2021-05-16
毛豆,2.00,2.40,2.80,普通,斤,2021-05-16
豌豆,1.20,1.50,1.80,普通,斤,2021-05-16
蚕豆,1.00,1.10,1.20,普通,斤,2021-05-16
荷兰豆,4.60,5.05,5.50,冀云,斤,2021-05-16
玉米,1.40,1.60,1.80,白,斤,2021-05-16
花生,4.50,5.00,5.50,广东海南,斤,2021-05-16
苦瓜,2.00,2.20,2.40,鲁,斤,2021-05-16
丝瓜,1.40,1.50,1.60,豫鲁,斤,2021-05-16
丝瓜,2.00,2.50,3.00,短,斤,2021-05-16
瓠子,1.20,1.45,1.70,普通,斤,2021-05-16
西葫芦,0.70,0.80,0.90,滇鲁,斤,2021-05-16
佛手瓜,2.00,2.15,2.30,普通,斤,2021-05-16
金丝南瓜,0.70,0.85,1.00,琼,斤,2021-05-16
南北瓜,1.00,1.10,1.20,冀广西,斤,2021-05-16
尖椒,1.60,1.80,2.00,冀晋鲁新,斤,2021-05-16
螺丝椒,2.20,2.40,2.60,普通,斤,2021-05-16
柿子椒,1.50,1.65,1.80,鲁新,斤,2021-05-16
线椒,2.80,2.90,3.00,鲁琼新,斤,2021-05-16
杭椒,2.50,2.75,3.00,普通,斤,2021-05-16
小米椒,3.00,4.00,5.00,滇,斤,2021-05-16
彩椒,4.50,5.00,5.50,红黄,斤,2021-05-16
白萝卜,0.30,0.35,0.40,冀,斤,2021-05-16
心里美,1.50,2.00,2.50,冀新,斤,2021-05-16
卞萝卜,0.40,0.50,0.60,冀,斤,2021-05-16
青萝卜,1.30,1.45,1.60,冀鲁新,斤,2021-05-16
椰青个,6.00,6.25,6.50,其他类,斤,2021-05-16
彩椒,4.50,5.00,5.50,红黄,斤,2021-05-15
白萝卜,0.30,0.35,0.40,冀,斤,2021-05-15
心里美,1.50,2.00,2.50,冀新,斤,2021-05-15
卞萝卜,0.40,0.50,0.60,冀,斤,2021-05-15
青萝卜,1.40,1.60,1.80,冀鲁新,斤,2021-05-15
胡萝卜,1.00,1.15,1.30,冀鲁新,斤,2021-05-15
胡萝卜（洗）,0.80,1.00,1.20,冀闽箱,斤,2021-05-15
小水萝卜,0.60,0.70,0.80,普通,斤,2021-05-15
土豆,0.40,0.55,0.70,冀云,斤,2021-05-15
新土豆（黄心）,0.80,0.90,1.00,鲁,斤,2021-05-15
黄葱头,0.80,0.90,1.00,蒙甘,斤,2021-05-15
红葱头,1.20,1.30,1.40,老新,斤,2021-05-15
山药,1.80,2.25,2.70,脆麻新,斤,2021-05-15
铁棍山药,5.00,5.50,6.00,普通,斤,2021-05-15
莲藕,2.00,3.00,4.00,津,斤,2021-05-15
红薯,1.50,1.60,1.70,冀新,斤,2021-05-15
红薯,2.30,2.40,2.50,西瓜红粤新,斤,2021-05-15
茭白,2.60,2.80,3.00,京浙,斤,2021-05-15
凉薯,2.30,2.40,2.50,普通,斤,2021-05-15
冬春笋,2.60,2.80,3.00,普通,斤,2021-05-15
白条乌鸡（净膛）,13.00,13.00,13.00,禽肉类,斤,2021-05-16
箱鸡蛋,193.00,195.50,198.00,蛋类,斤,2021-05-16
箱鸡蛋,4.39,4.45,4.50,蛋类,斤,2021-05-16
散鸡蛋,4.70,4.70,4.70,蛋类,斤,2021-05-16
生鸭蛋,5.50,6.00,6.50,蛋类,斤,2021-05-16
熟鸭蛋,6.30,6.90,7.50,蛋类,斤,2021-05-16
松花蛋,6.80,7.40,8.00,蛋类,斤,2021-05-16
鹅蛋,12.00,12.50,13.00,蛋类,斤,2021-05-16
鹌鹑蛋,6.80,7.15,7.50,蛋类,斤,2021-05-16
柴鸡蛋,4.90,7.45,10.00,蛋类,斤,2021-05-16
乌鸡蛋,7.50,8.00,8.50,蛋类,斤,2021-05-16
鸵鸟蛋,100.00,110.00,120.00,蛋类,斤,2021-05-16
鸽子蛋,2.30,2.40,2.50,蛋类,斤,2021-05-16
北豆腐（屉）,1.80,1.80,1.80,豆制品,斤,2021-05-16
南豆腐（屉）,2.00,2.00,2.00,豆制品,斤,2021-05-16
白玉北豆腐（盒）,4.00,4.00,4.00,豆制品,斤,2021-05-16
香香北豆腐（盒）,3.00,3.00,3.00,豆制品,盒,2021-05-16
白玉南豆腐（盒）,5.50,5.50,5.50,豆制品,盒,2021-05-16
豆腐丝（散）,5.00,5.00,5.00,豆制品,斤,2021-05-16
精品豆腐丝（袋）,6.00,6.00,6.00,豆制品,袋,2021-05-16
绿豆芽,0.95,0.98,1.00,普通,斤,2021-05-17
黄豆芽,0.85,0.88,0.90,普通,斤,2021-05-17
紫菜苔,3.00,3.25,3.50,普通,斤,2021-05-17
番茄,1.00,1.25,1.50,川鲁蒙,斤,2021-05-17
番茄（精品）,1.70,1.90,2.10,鲁新,斤,2021-05-17
樱西,4.00,4.50,5.00,小红,斤,2021-05-17
黄瓜,0.70,0.80,0.90,蒙辽袋鲁,斤,2021-05-17
黄瓜(鲜干花),0.90,1.15,1.40,冀,斤,2021-05-17
小黄瓜,1.40,2.30,3.20,旱荷兰,斤,2021-05-17
茄子,0.70,0.85,1.00,鲁冀,斤,2021-05-17
长茄,1.20,1.35,1.50,云冀,斤,2021-05-17
广茄,1.80,2.20,2.60,冀一路,斤,2021-05-17
线茄,2.50,2.90,3.30,冀,斤,2021-05-17
吊冬瓜,0.55,0.65,0.75,桂,斤,2021-05-17
地冬瓜,0.50,0.53,0.55,普通,斤,2021-05-17
小毛冬瓜,1.00,1.25,1.50,圆鲁新,斤,2021-05-17
架豆,2.00,2.30,2.60,普通,斤,2021-05-17
豆王,2.50,2.75,3.00,普通,斤,2021-05-17
扁豆,2.00,2.25,2.50,冀鲁聊城,斤,2021-05-17
豇豆,2.00,2.50,3.00,桂京冀,斤,2021-05-17
金针菇,1.50,2.00,2.50,普通,斤,2021-05-17
青蒜,1.50,1.75,2.00,水菜,斤,2021-05-17
盖菜,0.80,0.90,1.00,水菜,斤,2021-05-17
芥兰,1.50,1.75,2.00,水菜,斤,2021-05-17
菜心,1.50,1.75,2.00,水菜,斤,2021-05-17
空心菜,2.00,2.25,2.50,水菜,斤,2021-05-17
鸡毛菜,2.00,2.25,2.50,水菜,斤,2021-05-17
荠菜,4.00,4.25,4.50,水菜,斤,2021-05-17
荆芥,2.00,2.25,2.50,水菜,斤,2021-05-17
紫苏叶,4.00,4.25,4.50,水菜,斤,2021-05-17
豌豆苗,4.00,4.25,4.50,水菜,斤,2021-05-17
快菜,1.00,1.10,1.20,水菜,斤,2021-05-17
苦菊,2.00,2.25,2.50,水菜,斤,2021-05-17
穿心莲,1.50,1.75,2.00,水菜,斤,2021-05-17
木耳菜,2.00,2.25,2.50,水菜,斤,2021-05-17
油菜,1.00,1.15,1.30,水菜,斤,2021-05-17
小白菜,1.50,1.75,2.00,水菜,斤,2021-05-17
油麦菜,2.00,2.25,2.50,水菜,斤,2021-05-17
奶白菜,1.20,1.35,1.50,水菜,斤,2021-05-17
散生菜,2.00,2.25,2.50,水菜,斤,2021-05-17
番茄,1.00,1.25,1.50,川鲁蒙,斤,2021-05-15
番茄（精品）,1.50,1.75,2.00,鲁新,斤,2021-05-15
樱西,4.00,4.50,5.00,小红,斤,2021-05-15
黄瓜,0.70,0.80,0.90,蒙辽袋鲁,斤,2021-05-15
黄瓜(鲜干花),0.80,0.95,1.10,冀,斤,2021-05-15
小黄瓜,1.40,2.50,3.60,旱荷兰,斤,2021-05-15
茄子,0.70,0.90,1.10,鲁冀,斤,2021-05-15
长茄,1.20,1.35,1.50,云冀,斤,2021-05-15
广茄,1.80,2.20,2.60,冀一路,斤,2021-05-15
线茄,2.50,2.90,3.30,冀,斤,2021-05-15
吊冬瓜,0.60,0.65,0.70,桂,斤,2021-05-15
地冬瓜,0.45,0.48,0.50,普通,斤,2021-05-15
小毛冬瓜,1.00,1.25,1.50,圆鲁新,斤,2021-05-15
架豆,2.00,2.50,3.00,普通,斤,2021-05-15
豆王,3.00,3.30,3.60,普通,斤,2021-05-15
扁豆,2.00,2.40,2.80,冀鲁聊城,斤,2021-05-15
豇豆,2.00,2.50,3.00,桂京冀,斤,2021-05-15
白不老,2.00,2.50,3.00,滇鲁,斤,2021-05-15
锅里变架豆,1.40,1.60,1.80,普通,斤,2021-05-15
油豆,2.50,4.00,5.50,鲁,斤,2021-05-15
李子,8.00,10.00,12.00,桃李杏类,斤,2021-05-16
金太阳,3.30,5.15,7.00,桃李杏类,斤,2021-05-16
丰源红,3.00,3.50,4.00,桃李杏类,斤,2021-05-16
凯特杏、白杏,10.00,10.50,11.00,桃李杏类,斤,2021-05-16
无籽小号-大号,1.80,1.90,2.00,西瓜类,斤,2021-05-16
麒麟、甜蜜蜜,2.40,2.70,3.00,西瓜类,斤,2021-05-16
黑美人,1.80,2.00,2.20,西瓜类,斤,2021-05-16
特小风,2.00,2.20,2.40,西瓜类,斤,2021-05-16
L600吊秧瓜,2.80,3.15,3.50,西瓜类,斤,2021-05-16
甜王,1.40,1.70,2.00,西瓜类,斤,2021-05-16
蜜童,3.00,3.25,3.50,西瓜类,斤,2021-05-16
墨童西瓜,3.50,3.60,3.70,西瓜类,斤,2021-05-16
绿宝（p2）,1.80,1.90,2.00,西瓜类,斤,2021-05-16
国产香蕉,2.20,2.60,3.00,香蕉类,斤,2021-05-16
南美、菲律宾香蕉,2.70,3.35,4.00,香蕉类,斤,2021-05-16
泰国香蕉（帝王蕉）,7.00,7.50,8.00,香蕉类,斤,2021-05-16
晓蜜25号,2.00,2.25,2.50,甜瓜类,斤,2021-05-16
黄金瓜／金蜜,2.00,2.10,2.20,甜瓜类,斤,2021-05-16
玉菇,2.00,2.25,2.50,甜瓜类,斤,2021-05-16
网纹,3.00,3.30,3.60,甜瓜类,斤,2021-05-16
牛前腱,37.00,37.00,37.00,牛肉类,斤,2021-05-16
牛后腱,37.00,37.00,37.00,牛肉类,斤,2021-05-16
牛前腿,35.00,35.00,35.00,牛肉类,斤,2021-05-16
牛后腿,35.00,35.00,35.00,牛肉类,斤,2021-05-16
牛柳（里脊）,37.00,37.50,38.00,牛肉类,斤,2021-05-16
精牛柳,41.00,42.00,43.00,牛肉类,斤,2021-05-16
牛腩,35.00,35.50,36.00,牛肉类,斤,2021-05-16
牛林,35.00,35.50,36.00,牛肉类,斤,2021-05-16
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-05-16
牛板筋,35.00,35.00,35.00,牛肉类,斤,2021-05-16
牛尾,33.00,34.00,35.00,牛肉类,斤,2021-05-16
牛上脑,35.00,35.00,35.00,牛肉类,斤,2021-05-16
整羊,28.00,29.00,30.00,羊肉类,斤,2021-05-16
去骨羊前腿,41.00,41.00,41.00,羊肉类,斤,2021-05-16
去骨羊后腿,42.00,42.00,42.00,羊肉类,斤,2021-05-16
羊腰窝,40.00,40.00,40.00,羊肉类,斤,2021-05-16
羊肉片,41.00,42.50,44.00,羊肉类,斤,2021-05-16
羊腰子（挂油）,16.00,16.00,16.00,羊肉类,个,2021-05-16
羊蝎子,16.00,16.50,17.00,羊肉类,斤,2021-05-16
羊蝎子（精品）,30.00,30.50,31.00,羊肉类,斤,2021-05-16
茭白,2.50,2.75,3.00,京浙,斤,2021-05-17
凉薯,2.30,2.40,2.50,普通,斤,2021-05-17
冬春笋,2.60,2.80,3.00,普通,斤,2021-05-17
荸荠,1.60,2.40,3.20,皖,斤,2021-05-17
芋头,1.70,1.85,2.00,鲁,斤,2021-05-17
苇叶,3.40,3.45,3.50,普通,斤,2021-05-17
姜,3.00,4.00,5.00,姜头整,斤,2021-05-17
大蒜,2.50,2.75,3.00,普通,斤,2021-05-17
新蒜,1.40,1.70,2.00,普通,斤,2021-05-17
蒜米,3.40,3.60,3.80,普通,斤,2021-05-17
大葱,3.00,3.40,3.80,鲁、冀、闽,斤,2021-05-17
小葱,1.20,1.40,1.60,普通,斤,2021-05-17
蒜苗,2.00,3.40,4.80,苏鲁,斤,2021-05-17
蒜黄,4.50,4.75,5.00,冀,斤,2021-05-17
青蒜,1.50,1.85,2.20,冀,斤,2021-05-17
平菇,2.00,2.50,3.00,小叶,斤,2021-05-17
香菇,3.00,3.50,4.00,普通,斤,2021-05-17
白玉菇,4.00,4.50,5.00,普通,斤,2021-05-17
口蘑,7.00,7.50,8.00,普通,斤,2021-05-17
杏鲍菇,2.50,2.75,3.00,普通,斤,2021-05-17
小水萝卜,0.70,0.75,0.80,普通,斤,2021-05-16
土豆,0.40,0.55,0.70,冀云,斤,2021-05-16
新土豆（黄心）,0.80,0.95,1.10,鲁,斤,2021-05-16
黄葱头,0.90,1.00,1.10,蒙甘,斤,2021-05-16
红葱头,1.20,1.30,1.40,老新,斤,2021-05-16
山药,1.80,2.25,2.70,脆麻新,斤,2021-05-16
铁棍山药,5.00,5.50,6.00,普通,斤,2021-05-16
莲藕,2.50,3.40,4.30,津,斤,2021-05-16
红薯,1.50,1.60,1.70,冀新,斤,2021-05-16
红薯,2.30,2.40,2.50,西瓜红粤新,斤,2021-05-16
茭白,2.60,2.80,3.00,京浙,斤,2021-05-16
凉薯,2.30,2.40,2.50,普通,斤,2021-05-16
冬春笋,2.60,2.80,3.00,普通,斤,2021-05-16
荸荠,1.60,2.30,3.00,皖,斤,2021-05-16
芋头,1.70,1.85,2.00,鲁,斤,2021-05-16
苇叶,3.40,3.45,3.50,普通,斤,2021-05-16
姜,3.00,4.00,5.00,姜头整,斤,2021-05-16
大蒜,2.50,2.75,3.00,普通,斤,2021-05-16
新蒜,1.40,1.60,1.80,普通,斤,2021-05-16
蒜米,3.40,3.60,3.80,普通,斤,2021-05-16
芹菜,1.00,1.10,1.20,冀,斤,2021-05-15
西芹,2.00,2.25,2.50,普通,斤,2021-05-15
菠菜,0.80,0.90,1.00,鲁冀,斤,2021-05-15
莴笋,0.70,1.10,1.50,闽浙鲁,斤,2021-05-15
团生菜,0.90,1.10,1.30,云冀,斤,2021-05-15
圆白菜,0.30,0.40,0.50,苏冀,斤,2021-05-15
紫甘蓝,1.40,1.50,1.60,闽云,斤,2021-05-15
散叶生菜,2.50,2.75,3.00,京,斤,2021-05-15
油菜,0.80,0.90,1.00,鲁京,斤,2021-05-15
香菜,0.80,1.00,1.20,鲁冀,斤,2021-05-15
茴香,0.80,1.00,1.20,冀,斤,2021-05-15
韭菜,0.80,0.90,1.00,普通,斤,2021-05-15
苦菊,1.80,1.90,2.00,辽,斤,2021-05-15
油麦菜,1.80,2.15,2.50,京,斤,2021-05-15
散菜花,1.50,1.75,2.00,豫苏,斤,2021-05-15
绿菜花,1.50,1.75,2.00,冀 苏陕,斤,2021-05-15
菜花,1.50,1.65,1.80,云,斤,2021-05-15
绿豆芽,0.95,0.98,1.00,普通,斤,2021-05-15
黄豆芽,0.85,0.88,0.90,普通,斤,2021-05-15
紫菜苔,3.00,3.25,3.50,普通,斤,2021-05-15
金桔,5.00,6.00,7.00,柑橘类,斤,2021-05-17
伦晚,1.80,2.40,3.00,柑橘类,斤,2021-05-17
油桃,4.00,6.50,9.00,桃李杏类,斤,2021-05-17
蟠桃,10.00,12.50,15.00,桃李杏类,斤,2021-05-17
水蜜桃,10.00,12.00,14.00,桃李杏类,斤,2021-05-17
春雪,8.00,10.00,12.00,桃李杏类,斤,2021-05-17
黄油桃,4.00,6.00,8.00,桃李杏类,斤,2021-05-17
黄毛桃,10.00,11.50,13.00,桃李杏类,斤,2021-05-17
猕猴桃（徐香翠香）,2.50,3.00,3.50,桃李杏类,斤,2021-05-17
猕猴桃（海沃德）,2.00,2.25,2.50,桃李杏类,斤,2021-05-17
李子,8.00,10.00,12.00,桃李杏类,斤,2021-05-17
金太阳,3.30,5.15,7.00,桃李杏类,斤,2021-05-17
丰源红,3.00,3.50,4.00,桃李杏类,斤,2021-05-17
凯特杏、白杏,10.00,10.50,11.00,桃李杏类,斤,2021-05-17
无籽小号-大号,1.80,1.90,2.00,西瓜类,斤,2021-05-17
麒麟、甜蜜蜜,2.40,2.70,3.00,西瓜类,斤,2021-05-17
黑美人,1.80,2.00,2.20,西瓜类,斤,2021-05-17
